date,text
10-10-2018,new venture capital fund secures  100m to invest in crypto startups
11-10-2018,bitcoin puzzle s  1 9m prize purportedly won in a week
12-10-2018,markets update  heavy selling across leading markets  zrx rallies
13-10-2018,an in depth look at the keepkey cryptocurrency hardware wallet
14-10-2018,bitcoin cash developers are building tools for better bch fungibility
15-10-2018,pr  roger ver joins azbit crypto exchange advisory board
16-10-2018,bitfinex introduces top secret banking system
17-10-2018,markets update  stable cryptocurrencies and unstable pegged coins
18-10-2018,cobo raises  13m in series a funding round
19-10-2018,new qart wallet gives bitcoin cash qr codes a personal touch
20-10-2018,weak demand for mining hardware impacts tsmc s growth outlook
21-10-2018,markets update  a narrowing range of consolidation and lower trade volumes
22-10-2018,pr  xsolla adds mobilego  mgo  as new payment method for developers and gamers globally
23-10-2018,nexo lending platform adds bitcoin cash support
24-10-2018,regulations roundup  investors not protected in china  albania to regulate
25-10-2018,tether treasury holds nearly 30  of total usdt supply
26-10-2018,unwriter launches  bitsocket    a push api for the bitcoin cash network
27-10-2018,markets update  tranquil markets presage a storm brewing
28-10-2018,handcash developers launch  cashport   a developer kit for bitcoin cash
29-10-2018,pandacash wins grand prize at bch devcon
30-10-2018,russia s financial watchdog to oversee the cryptocurrency industry
31-10-2018,ten years ago today  the whitepaper changed the way we look at money
01-11-2018,hong kong regulator announces new plans for cryptocurrency industry
02-11-2018,decentralized  exchange idex to introduce full kyc
03-11-2018,markets update  bitcoin cash prices see steady gains over the last two days
04-11-2018,developers launch bdip  a bitcoin cash proposal process for decentralized apps
05-11-2018,this chicken coop feeder is powered by bitcoin cash payments in real time
06-11-2018,markets update  bch rallies  xrp nears eth market cap
07-11-2018,israeli central bank to hold off on issuing digital  e shekel  coin
08-11-2018,etherdelta founder fined  400k for operating unregistered securities exchange
09-11-2018,fork watch  list of bch services providing fork support and network monitoring tools
10-11-2018,bitcoin cash miners break records processing multiple 32 mb blocks
11-11-2018,we ve created a telegram channel to display the news headlines we publish every day   join the channel for updates      bitcoin  bchpls
12-11-2018,bitcoin cash association bounty spreads merchant adoption in latin america
13-11-2018,markets update  bitcoin cash price rally stalls but trade volume spikes hard
14-11-2018,imf  central banks could issue digital currency
15-11-2018,canaan s hong kong listing plans in limbo
16-11-2018,hash wars  day two and the anticipation for bch trading platforms to reopen
17-11-2018,another  satoshi message  attempts to sway public opinion  but fails
18-11-2018,smart contract developers may be held liable by the sec
19-11-2018,bcoin developers release cross chain atomic swap application
20-11-2018,markets update  cryptocurrencies shed billions in bloody sell off
21-11-2018,north korea to hold crypto conference in april
22-11-2018,grant thornton attests usdc is backed by fiat  huobi sets up communist party branch
23-11-2018,content creators can earn bch using the honest cash platform
24-11-2018,uganda to regulate cryptocurrency as fake bitcoin schemes surge
25-11-2018,markets update  cryptocurrencies continue to suffer from deep losses
26-11-2018,hash wars  battle comes to an end as bsv plans to add replay protection
27-11-2018,us state of ohio accepts bitcoin for 23 types of taxes     bitcoin
28-11-2018,major video card supplier enters cryptocurrency mining business
29-11-2018,the difference between custodial and noncustodial cryptocurrency services
30-11-2018,bitcoin mining startup envion ordered to close by swiss court
01-12-2018,four ways to commemorate bitcoin s 10th anniversary
02-12-2018,g20 leaders declare commitment to regulate crypto assets
03-12-2018,markets update  falling cryptocurrencies wipe out last week s gains
04-12-2018,atomicpay launches private beta of digital currency payment gateway
05-12-2018,singapore financial regulator updates guide to digital token offerings
06-12-2018,previously inactive whales are moving large amounts of btc
07-12-2018,after year long wait new york based exchange gemini lists bitcoin cash
08-12-2018,bch app  honest cash  sees significant growth and adds native wallet
09-12-2018,text enabled bch payments now available in 35 countries with cointext
10-12-2018,israel tax authority launches offensive on undisclosed crypto earnings
11-12-2018,we believe that it is necessary to change the current virtual currency taxation system to an appropriate tax system in order to develop virtual currency   blockchain technology     takeshi fujimaki  japan s nippon ishin no kai political party
12-12-2018,if you  crypto exchange  cannot meet the standard after a six month or one year grace period  you should close it     lee seok woo  president of dunamu inc   upbit
13-12-2018,study finds less than 15  of team members in ico startups are women
14-12-2018,u k  cryptocurrency exchange cubits shuts down after  33m scam
15-12-2018,will coinbase hit its 2018 target of  1 3 billion in revenue
16-12-2018,despite 2018 bear market  top crypto markets have outperformed fang stocks since 2017
17-12-2018,bibox buys 100  share of decentralized exchange
18-12-2018,interactions over networks will be untraceable  via extensive re routing of encrypted packets and tamper proof boxes which implement cryptographic protocols with nearly perfect assurance against any tampering     timothy may  1988
19-12-2018,we are pleased to unveil plans to offer one of the world s first oracles for smart contracts on the bitcoin cash blockchain      bch
20-12-2018,chatter report  antonopoulos criticizes kyc  kasireddy claims decentralization not always better
21-12-2018,raising money for crypto projects proved to be an  el dorado   in which every project was over funded      tefan neagu  co founder  persona
22-12-2018,bermuda issues draft crypto custodial services regulation
23-12-2018,everything you need to know to start trading cryptocurrencies
24-12-2018,feed 7 different species at the river forest farm s  bitcoin cash zoo
25-12-2018,private blockchains have few applications  study finds
26-12-2018,markets update  crypto prices begin to slump as the new year approaches
27-12-2018,former mt  gox ceo says he is sorry but maintains his innocence as trial closes
28-12-2018,influential politicians are advocating crypto around the globe
29-12-2018,markets update  cryptocurrency gains start lifting confidence among traders
30-12-2018,billions living under authoritarian regimes need bitcoin says human rights activist
31-12-2018,67 cryptocurrency companies probed by uk regulator
01-01-2019,markets update  crypto traders enter the new year with uncertainty
02-01-2019,bitcoin cash proponents can now experiment with a new bch powered alias address system called cash accounts   bch
03-01-2019,10 years ago bitcoin s genesis block changed the course of history
04-01-2019,in a way it also puts out any fear of ban in india     nischal shetty  ceo  wazirx
05-01-2019,texas updates regulatory guidance regarding cryptocurrency activities
06-01-2019,markets update  crypto analysts remain uncertain after 2019 s first week of trading
07-01-2019,street artist hides  1 000 in btc inside a mural depicting paris protests
08-01-2019,leading crypto markets post worst year of monthly price action on record
09-01-2019,jason cox extends open invitation for assistance with development and review of bitcoin cash code
10-01-2019,report claims chinese mining giant bitmain is prepping for new leadership
11-01-2019,exchange news  huobi trials eos exchange  sharespost enables security token trade
12-01-2019,acquiring crypto  simple steps to buying your first bitcoin
13-01-2019,no  ibm s quantum computer won t break bitcoin
14-01-2019,people and businesses are encouraged to receive bch as a form of payment because that is true adoption     lizbeth alviarez  bch meetup  venezuela
15-01-2019,st  louis federal reserve predicts  flood  of altcoins will drive down btc prices
16-01-2019,clickbait media uses bitcoin and russia to pump headlines again
17-01-2019,markets update  crypto prices drift sideways while traders remain uncertain
18-01-2019,demystifying bitcoin futures trading
19-01-2019,cumulative volume on huobi derivative market exceeds  20 billion
20-01-2019,blame banks for damaging the environment   not bitcoin
21-01-2019,peer to peer trading platform bitquick implements bitcoin cash support
22-01-2019,romania imposes 10  tax on cryptocurrency earnings
23-01-2019,otc desks proliferate as volume shifts from spot markets
24-01-2019,uk regulator  utility tokens are not subject to securities laws
25-01-2019,study finds certain proof of stake networks vulnerable to low cost attacks
26-01-2019,double down your bitcoin security by utilizing 2fa services
27-01-2019,bloq labs reveals software suite that aims to increase hash power by double digits
28-01-2019,mystery bitcoin miners are altering mining pool dominance
29-01-2019,cryptocurrency is providing a lucrative new revenue stream for governments
30-01-2019,privacy and scaling  schnorr signatures are coming to bitcoin cash
31-01-2019,understanding cryptocurrency options   an alternative way to trade crypto
01-02-2019,there were cases of important investment information missing  such as company introduction  business plans and financial statements     the office for government policy coordination
02-02-2019,properties are still being sold for cryptocurrency despite the bear market
03-02-2019,markets update  traders patiently wait for crypto s longest bear run to end
04-02-2019,
05-02-2019,launches new bitcoin cash block explorer
06-02-2019,yellow vest movement starts a new form of protest   burning banknotes
07-02-2019,5 crypto friendly countries to base your business
08-02-2019,quadrigacx saga  founder s widow owns  5 6m properties  hospital confirms cotten s death
09-02-2019,the daily  cointelligence s exchange rating system  bithumb launches otc desk
10-02-2019,heavy borrowers and near failed states likely to drive hyperbitcoinization
11-02-2019,btc transactions hit 1 year high but volume remains sluggish
12-02-2019,crypto broker voyager digital lists on canada s tsx venture exchange
13-02-2019,self proclaimed  satoshi  responds to billion dollar bitcoin lawsuit
14-02-2019,bitcoin s social contract must be resilient to the whims of future generations
15-02-2019,bitcoin cash focused ifwallet implements cash accounts name system
16-02-2019,markets update  crypto traders still uncertain after a week of consolidation
17-02-2019,more than 30  of btc traffic stems from the veriblock project
18-02-2019,bitmain announces new 7nm bitcoin mining chip with 29  more efficiency
19-02-2019,coinbase acquires cryptocurrency surveillance company neutrino
20-02-2019,bitcoin cash merchant acceptance is thriving in these 3 regions     bitcoincash
21-02-2019,cryptocurrency exchange exmo opens branch in turkey
22-02-2019,report   the state of stablecoins  maps the growth of fiat pegged cryptocurrency
23-02-2019,markets update  altcoins gain on btc
24-02-2019,markets update  leading cryptocurrencies briefly break local resistance
25-02-2019,bitfinex recovers  106 000 of stolen btc with us government help
26-02-2019,lightning network  cool enough for twitter jack and fidelity but not iran
27-02-2019,easter egg   a message  trick  or unusual behavior hidden inside a computer program by its creator
28-02-2019,europe s regulatory head seeks further control of crypto assets
01-03-2019,researcher claims to have sleuthed  90m of quadrigacx funds
02-03-2019,markets update  diminished march trade volume mirrors previous patterns
03-03-2019,feb volume report  leading markets post strongest month since q1 2018
04-03-2019,use multisig to keep your coins ultra safe
05-03-2019,how to create your own slp token using the bitcoin cash blockchain
06-03-2019,israel securities authority wants a dedicated token exchange
07-03-2019,hooray    the   wallet now makes buying bitcoin cash easy   our new   integration lets you buy  bitcoincash directly in your wallet   here s how
08-03-2019,in addition to exchanges such as coinbase and binance  crypto fiat companies such as wirex are also on the blockchain forensics bandwagon
09-03-2019,nakamoto game brings transparent blockchain lottery to bitcoin cash
10-03-2019,how to use bitcoin when the apocalypse hits
11-03-2019,cointext adds the ability to pay bitpay invoices using sms
12-03-2019,how to use bitcoin when the apocalypse hits
13-03-2019,survey  70  of cryptocurrency owners rarely use crypto for payments
14-03-2019,quoine found liable for wrongfully reversing btc trades in singaporean first
15-03-2019,cboe discontinues bitcoin futures for now
16-03-2019,markets update  crypto prices show improvement and bch rallies
17-03-2019,bitcoin cash developers launch  privacy preserving light client neutrino
18-03-2019,xrp sentiment manipulated by thousands of bots  analyst claims
19-03-2019,nash is a decentralized exchange for cross chain trading with fiat integration
20-03-2019,bitcoin friendly us bank silvergate now serves over 500 crypto companies
21-03-2019,a privacy focused bitcoin cash p2p exchange is coming to
22-03-2019,presents a great essay by jonald fyookball about why some people call bitcoin cash  bcash   in short  it is a social engineering attack  learn more about what happened after the  bitcoincash fork   watch it here
23-03-2019,bitcoin and the agora  every transaction outside the nexus of state control is a victory
24-03-2019,block explorer lets you track any  bitcoincash and  bitcoincore transaction easily  the tool also works on mobile devices  so you can check your transactions wherever you are   start using block explorer
25-03-2019,mineable cryptocurrencies are far more valuable than non mineable coins
26-03-2019,pr  7eleven launches ieo on latoken exchange
27-03-2019,examine the token universe built on bch with the new slp explorer
28-03-2019,allows diners to create table specific orders and pay with bch
29-03-2019,mempool  spam  and rising fees  the consequences of veriblock s mainnet launch
30-03-2019,manufacturing giants bitmain and canaan announce second generation miners
31-03-2019,new bch apps and a special giveaway in this week s video update from
01-04-2019,broken phone  don t sweat it   restore a bitcoin wallet in minutes
02-04-2019,how to check current transaction fees for btc and bch
03-04-2019,reaching into a smart designer shoulder bag  ez pulled out the first wad of notes  totaling  5 000  it felt less like a blind date now and more like a drug deal  only what they were doing was entirely legal
04-04-2019,have an idea    don t hesitate to share it with us  and we can help you make it even better  leverage our extensive experience and knowledge to expand your idea or business   reach out to us today     cryptocurrencies  businessideas  consulting  bitcoin  bch
05-04-2019,mt  gox creditors have a second chance to appeal claim decisions
06-04-2019,darknet buyers flock to wall street as dream winds down
07-04-2019,markets update  crypto assets see fresh gains
08-04-2019,bitmain s new antminer specs show devices process over 50 terahash
09-04-2019,xthinner protocol tested on bch mainnet shows 99  block compression
10-04-2019,how traditional stock markets can help mainstream cryptocurrency
11-04-2019,last will platform allows your loved ones to inherit your bch
12-04-2019,wikileaks bitcoin donations soar following assange arrest
13-04-2019,maker community votes to raise stability fee as dai struggles to hold  1 peg
14-04-2019,bitcoin cash milestones and liberland s merit in the weekly video update from
15-04-2019,bsv falls 13  after binance reveals plans to delist the coin
16-04-2019,review  bc vault is an unorthodox hardware wallet with a random key generator
17-04-2019,central bank digital currencies take center stage at imf spring meetings
18-04-2019,pr  moneytoken launches vip services for big crypto investors
19-04-2019,without a true two way peg no  real  sidechain exists  says drivechain creator
20-04-2019,these next generation mining rigs pack a ton of hashpower
21-04-2019,in wallet bch purchases and bch merchant app in the weekly update from
22-04-2019,crypto charity airdrop venezuela raises  292k   mostly in bch
23-04-2019,survey shows south koreans increased crypto holdings by 64  last year
24-04-2019,big players transforming crypto exchanges in japan
25-04-2019,the darknet rises with 6 new markets
26-04-2019,markets update  crypto bulls lose footing after stablecoin controversy
27-04-2019,russia prepares to test cryptocurrencies in four of its regions
28-04-2019,twitter shenanigans and tether probe in the weekly video update from
29-04-2019,a bitcoin cash fork of decentralized exchange bisq is on the horizon
30-04-2019,bitpay and refundo now provide tax return payouts in btc
01-05-2019,the newest video from   is out now  the top 8 reasons why  bitcoin will change the world     we chose the top 8 ways we think  cryptocurrencies will help the cause of humanity   let us know what else should have made the list
02-05-2019,how to accept bitcoin cash payments with coingate
03-05-2019,chaos reigns as darknet markets are downed
04-05-2019,craig wright ordered to produce a list of early bitcoin addresses in kleiman lawsuit
05-05-2019,celebrates 4 million wallets created
06-05-2019,don t trust bitcoin mixers and other opsec lessons from the darknet
07-05-2019,schnorr signatures await bitcoin cash as the next fork draws near
08-05-2019,blockchain researchers mock craig wright s unsealed bitcoin address list
09-05-2019,despite  100k pledged to charity  adam back remains silent over proposed debate
10-05-2019,crypto heresy  question blockstream on twitter and you ll be blocked
11-05-2019,slp based token acd to gain traction with acceptance at thousands of shops
12-05-2019,schnorr signatures are coming to bitcoin cash   here s what you should know
13-05-2019,satoshi nakamoto could be criminal mastermind paul le roux
14-05-2019,how to send bitcoin cash via text messages to anyone with a mobile phone
15-05-2019,bitcoin cash protocol successfully upgrades   schnorr signatures are here
16-05-2019,aims to spread economic freedom through p2p exchange of bch
17-05-2019,20 year old cryptographic puzzle is solved and stamped in the bitcoin cash blockchain
18-05-2019,how to prove ownership with a bitcoin cash address and digital signature
19-05-2019,bitcoin cash upgrade and 30k stores accepting bch in the weekly update from
20-05-2019,market cap aggregator adds more informative crypto data
21-05-2019,irs plans to issue guidance on virtual currency taxation
22-05-2019,how to buy pizza with bitcoin cash
23-05-2019,the cryptocurrency market has become a casino
24-05-2019,hackers have looted more bitcoin than satoshi s entire stash
25-05-2019,launches free bitcoin cash register platform for ios devices
26-05-2019,buysellhodl aggregates price predictions from traders like you
27-05-2019,pr  bitcoinhd launches new poc consensus
28-05-2019,countries suffering from rapid inflation show significant demand for cryptos
29-05-2019,cashscript is coming  bringing ethereum like smart contracts to bitcoin cash
30-05-2019,another aspiring satoshi copyrights the bitcoin whitepaper
31-05-2019,10 people who might be satoshi nakamoto
01-06-2019,plea bargain means silk road 2 admin will likely see no prison time
02-06-2019,cryptopia suits gather steam as another failed exchange is bound for court
03-06-2019,pr  trce   crypto exchange set to launch in q4 2019
04-06-2019,markets update  cryptocurrency prices see a slight correction
05-06-2019,there s 100 unclaimed bitcoin cash wallets hidden worldwide
06-06-2019,why bitpay is really charging more for btc transactions
07-06-2019,74  of the world s bitcoin mining operations driven by renewable energy says report
08-06-2019,how to use bitcoin to invest in gold
09-06-2019,local bch venue opens and community goal nears in the weekly update from
10-06-2019,yahoo japan backed exchange launches crypto yen markets and margin trading
11-06-2019,bitcoin people directory lists crypto friendly merchants
12-06-2019,initial exchange offerings are showing no sign of slowing down
13-06-2019,coinex exchange lists the first slp based stablecoin built on bitcoin cash
14-06-2019,meet the developer who added schnorr signatures to bcash
15-06-2019,markets update  crypto prices surge after last week s pullback
16-06-2019,vpn providers defy order to connect to russia s internet censor
17-06-2019,pr  monarch launches ieo on latoken exchange
18-06-2019,latin america and turkey have the most cryptocurrency users  poll shows
19-06-2019,bitmain s nishant sharma talks china and crypto in the humans of bitcoin podcast
20-06-2019,facebook is a threat to governments not crypto
21-06-2019,markets update  digital currency economy surpasses  300 billion
22-06-2019,north queensland s bitcoin cash city is hosting a bch focused conference
23-06-2019,in this week s video update  bch dev fund exceeds target    reveals rebrand
24-06-2019,bch development fund doubles its goal after a successful month
25-06-2019,check out   rebrand giveaway and win a keepkey hardware wallet
26-06-2019,markets update  cryptocurrency prices continue to accelerate
27-06-2019,iranians defy warning and share pictures of bitcoin mining in mosque
28-06-2019,bitcoin s big price drop is the latest in a long history of flash crashes
29-06-2019,ross ulbricht letter questions the wisdom of imprisoning non violent offenders
30-06-2019,tip twitch livestreamers with bch using the new   app
01-07-2019,side effects of economic growth  is snowden right to say bitcoiners shouldn t be bankers
02-07-2019,pr  coindeal celebrates premier league sponsorship renewal with token launch
03-07-2019,modi discussed crypto standards at g20 summit   a look at how they apply to india
04-07-2019,the swiss are onto something  facebook  libra and the case for decentralization
05-07-2019,three bank failures open new chapter in never ending financial crisis
06-07-2019,don t worry we can just print more money    swedish central bank ponders  1 5  interest rate
07-07-2019,us city plans slp token and canadian platform adds bch in the   weekly video
08-07-2019,swap and track bch on the new shapeshift suite for noncustodial crypto management
09-07-2019,irs agents propose draconian tactics to investigate bitcoin users
10-07-2019,a history of violent intervention  john mcafee to help cuba resist us sanctions with crypto
11-07-2019,the cryptocurrency projects pursuing a path to decentralization
12-07-2019,zimdollar  reboot  bitcoin fills liquidity gaps as new zimbabwe currency flounders
13-07-2019,binance adds margin as exchange competition heats up
14-07-2019,pr  matrix exchange receives approval from abu dhabi global market
15-07-2019,diamonds and the treasury debt ceiling  why nothing has  intrinsic value  in economics
16-07-2019,spain thwarts bitcoin atm scam  prompting regulatory debate worldwide
17-07-2019,sec begins green lighting token offerings
18-07-2019,market outlook  crypto bulls rally after bearish downturn
19-07-2019,ethereum s wrapped bitcoin set to eclipse lightning network capacity
20-07-2019,g7 agrees on crypto action plan spurred by facebook s libra
21-07-2019,deutsche bank collapse could crash global financial markets
22-07-2019,the myth of authority  mnuchin denies usd is used criminally
23-07-2019,bitcoin futures update  bakkt testing  cme breaks records  and a  100k call option
24-07-2019,another self proclaimed satoshi appears in the high profile bitcoin lawsuit
25-07-2019,the next big financial meltdown is around the corner  many voices warn
26-07-2019,slp developers publish specs for a unique type of non fungible tokens
27-07-2019,ceo highlights the benefits and  golden mean  of bitcoin cash
28-07-2019,market outlook  crypto prices consolidate as economic uncertainty looms
29-07-2019,calls intensify for indian government to regulate cryptocurrency
30-07-2019,when cash is banned  centralized cryptos are not going to save you
31-07-2019,pr  eo coin volume surges on july listings
01-08-2019,indian government updates parliament on crypto plans
02-08-2019,stefan rust appointed new chief executive officer of
03-08-2019,p2p crypto lending is on the rise
04-08-2019,goldman backed apple card restricts cryptocurrency purchases
05-08-2019,pr  pbet announces ieo launch on latoken
06-08-2019,from booze to bitcoin mining   why violent prohibition is always harmful
07-08-2019,new liberty dollar founder subpoenaed in the billion dollar bitcoin lawsuit
08-08-2019,indian supreme court heard crypto case in depth today
09-08-2019,bitcoin history part 14  the 1 000 btc poker game
10-08-2019,bch news roundup  transactions spike  cashaddr support and developer congress
11-08-2019,bitcoin mining industry s exponential growth just won t stop
12-08-2019,normalizing negative interest  it s flabbergasting how closely media parrots the government
13-08-2019,market outlook  bitcoin cash spikes while economic fears spread worldwide
14-08-2019,social network memo adds decentralized slp token exchange
15-08-2019,pr  australian bitcoin cash conference brings cryptocurrency leaders to townsville
16-08-2019,hong kong protest leader hopes to incite run on chinese banks
17-08-2019,passing the burden of negative rates to bank clients opens door for cryptocurrencies
18-08-2019,bitcoin history part 15  silk road is born
19-08-2019,win bch with   cash games stars leaderboard
20-08-2019,high powered mining rigs drive bitcoin s accelerating hashrate
21-08-2019,the world bank s blockchain bond is just a fancy way of selling debt
22-08-2019,smokescreens and mirrors  how does a country do an ico  they call it qe
23-08-2019,cryptocurrency domains have become hot property
24-08-2019,the white house just blamed bitcoin for america s opiate crisis
25-08-2019,immortality  cryogenics and ubi  how the crypto rich influence science
26-08-2019,market update  economists envision global recession while crypto prices soldier on
27-08-2019,court instructs craig wright to distribute billions to plaintiffs
28-08-2019,venezuelan pharmacy chain accepts bitcoin cash for medicine and products
29-08-2019,cryptocurrencies such as bitcoin cash shine during hong kong protests
30-08-2019,what s being built   and what s not   on 2019 s smart contract blockchains
31-08-2019,tether plans to mint digital yuan and commodity coins  says bitfinex shareholder
01-09-2019,why the birth of bitcoin can be traced back to 1971
02-09-2019,we re going to find you    how undercover agents trade prison time for bitcoins
03-09-2019,why portugal s tax free crypto trading matters for bitcoin
04-09-2019,fantasy sports giant fanduel now accepts bitcoin cash
05-09-2019,3 day japan bitcoin cash survival challenge
06-09-2019,keene new hampshire is not only a libertarian enclave   it s also a crypto mecca
07-09-2019,bitcoin cash powered file storage concept sparks interest and debate
08-09-2019,the 3 top drivers of crypto adoption   bch city wrap up
09-09-2019,crypto banking expands with positive interest rates and new services
10-09-2019,government hates crypto because it empowers the people  not because it s used for crime
11-09-2019,market outlook  uncertainty builds with thin trade volumes and bitcoin futures launch
12-09-2019,pr    and watford fc drive bitcoin awareness
13-09-2019,review  coinfinity s card wallet provides tamper proof cold storage
14-09-2019,distrust of the bolivar prompts venezuelans to seek sound money
15-09-2019,a short history of the world s largest bitcoin mining pools
16-09-2019,pr  liven announces strategic partnership with
17-09-2019,indian parliament member helping crypto community influence regulation
18-09-2019,bitcoin cash futures expected to open up us market by q1 2020
19-09-2019,north korea plans to launch cryptocurrency to bypass economic sanctions
20-09-2019,slp token environment built on bitcoin cash continues to expand
21-09-2019,bankera launches a global crypto backed lending solution
22-09-2019,what google s quantum breakthrough means for blockchain cryptography
23-09-2019,haasonline   create crypto algorithms without coding
24-09-2019,market update  low volumes and uncertainty shake crypto traders
25-09-2019,appetite for bitcoin futures is growing
26-09-2019,latin american payment app mercado pago can be topped up with crypto
27-09-2019,venezuela s central bank indicates plans to stockpile bitcoin
28-09-2019,bitcoin cash meetups help plant the seeds of economic freedom
29-09-2019,bitcoin is a viable way to remove the state from your life
30-09-2019,bittrex  coinbase and kraken set up crypto rating council
01-10-2019,market outlook  a few cryptocurrencies rebound while fear grips central banks
02-10-2019,these debit cards will help you spend your bch anywhere
03-10-2019,zimbabwe bans popular mobile money services from paying out fiat cash
04-10-2019,200 000 people have signed ross ulbricht s clemency petition
05-10-2019,protesters wield tools of freedom as hong kong imposes dictatorship
06-10-2019,liechtenstein adopts token act to attract crypto business
07-10-2019,here s how belarus pressures russia to legalize cryptocurrencies
08-10-2019,market outlook  leading cryptocurrencies attempt to break resistance
09-10-2019,united nations agency unicef launches cryptocurrency fund
10-10-2019,food  shelter and clothing  bitcoin cash charities making a global impact
11-10-2019,5 200 tobacco shops in france now sell bitcoin
12-10-2019,irs to require 150 million tax filers to disclose crypto dealings
13-10-2019,bitcoin cash outshines btc retail spending in australia by a wide margin
14-10-2019,berlusconi admins disappear   darknet users rush to find alternatives
15-10-2019,bitcoin is a weapon for free speech in the face of government and corporate censorship
16-10-2019,80  of crypto trade volume tracked by blockchain surveillance
17-10-2019,104 addresses hold 70  of tether  research reveals
18-10-2019,cme bitcoin futures sees institutional interest and demand from asia
19-10-2019,circle drops poloniex leaving us crypto traders high and dry
20-10-2019,market outlook  crypto prices hold steady but face a crucial turning point
21-10-2019,court postpones ton hearing till february  impatient investors may get 77  back
22-10-2019,credit suisse is latest bank to charge clients for cash deposits
23-10-2019,how centralized payment systems learned to accept decentralized cryptocurrency
24-10-2019,bakkt announces bitcoin options after record breaking futures volumes
25-10-2019,market update  crypto prices spike significantly in a matter of minutes
26-10-2019,mistakes crypto owners and traders should avoid
27-10-2019,market update  crypto prices hold steady after massive bullish spike
28-10-2019,cred to demo global merchant solution at blockchain week kick off
29-10-2019,exchange tokens have outperformed btc this year
30-10-2019,satoshi s final messages leave tantalizing clues to his disappearance
31-10-2019,korean presidential committee pushes to legalize crypto
01-11-2019,french ministry of education publishes bitcoin resource guide for educators
02-11-2019,cme group publishes bitcoin options specifications
03-11-2019,satoshi  nakamolto  emerges with great hair and questionable claims
04-11-2019,crypto winter claims another victim as dx exchange closes
05-11-2019,no inflation  here it is   hidden in plain sight
06-11-2019,china removes bitcoin mining from unwanted industries list
07-11-2019,market outlook  crypto whale tales and china s blockchain hype
08-11-2019,crypto tax guidelines leave more questions than answers
09-11-2019,for initial exchange offerings  liquidity is king
10-11-2019,bitcoin cash house launches crypto hub in venezuela
11-11-2019,crypto jobs on the rise  thousands listed
12-11-2019,venezuela becomes  dollarized  as citizens seek refuge in alternative solutions
13-11-2019,2 new blog sites that allow users to earn cryptocurrencies
14-11-2019,ohio crypto program hits a snag  attorney general finds it illegal
15-11-2019,international law enforcement conference addresses crypto and the  criminal economy
16-11-2019,the bank of google wants your spending data
17-11-2019,market update  crypto prices improve after 3 week downtrend
18-11-2019,coinex chain launches two tokens anchored to btc and bch
19-11-2019,cointext founder publishes new  postage  specs for slp tokens
20-11-2019,cash games adds dozens of new options for you to play
21-11-2019,crypto swapping app sideshift ai drops access code requirement
22-11-2019,hsbc closes account used to support hong kong protesters
23-11-2019,bakkt s bitcoin futures shatters records amid spot market turmoil
24-11-2019,after blockstack s regulated offering  where now for us token sales
25-11-2019,regulatory roundup  china rekindles cleanup  us widens oversight  india defers decisions
26-11-2019,travala partners with     90 000 crypto accepting destinations added
27-11-2019,i designed bitcoi  gold    the many facts pointing to nick being satoshi
28-11-2019,us government worried crypto can shift power to private sector
29-11-2019,german banks authorized to store and sell cryptocurrency in 2020
30-11-2019,459 days until btc hits its longest streak without a new all time high
01-12-2019,swiss licensed crypto bank expanding into 9 markets
02-12-2019,vertcoin network sabotaged by another 51  attack
03-12-2019,the darknet just had one of its wildest months yet
04-12-2019,4 billion us fintech startup sofi receives new york bitlicense
05-12-2019,crypto focused lender blockfi launches trading platform
06-12-2019,eu finance ministers place defacto ban on libra
07-12-2019,sec approves bitcoin futures fund
08-12-2019,deutsche bank strategist predicts crypto could replace fiat money
09-12-2019,irs now requires tax filers to disclose crypto activities
10-12-2019,the coolest jobs in crypto
11-12-2019,market update  despite uncertainty  btc longs skyrocket
12-12-2019,croatian post now offers crypto exchange service at 55 branches
13-12-2019,lightning network wiki page faces removal for lack of notability
14-12-2019,this week in bitcoin   8 billion btc trust and maximalists misbehaving
15-12-2019,maduro plans to airdrop petro to municipal leaders and eligible citizens
16-12-2019,regulatory roundup  crypto  inevitable  in india  china rankings  ny streamlines policy
17-12-2019,kleiman estate asks judge to overrule craig wright s objections
18-12-2019,erisx launches regulated bitcoin futures market
19-12-2019,sec to boost access to crypto investments with proposed new accredited investor definition
20-12-2019,the many facts pointing to ian grigg being satoshi
21-12-2019,fomo3d team launch new dapp that s  not just a game
22-12-2019,these myth busting articles dispel common bitcoin myths
23-12-2019,mnuchin affirms  1 5 trillion unaccounted for  still demands strict bitcoin regulation
24-12-2019,utorg exchange grants access to traders with limited verification
25-12-2019,7 steel crypto wallets that withstand extreme fire and water damage
26-12-2019,japan hosting world conference to discuss decentralized financial governance
27-12-2019,4 beijing regulators issue new crypto activity warning
28-12-2019,harsh laws make bitcoin holders consider renunciation or dual citizenship
29-12-2019,market update  crypto traders search for bullish and bearish trends
30-12-2019,ethereum proponent virgil griffith deemed a flight risk  judge denies bail
31-12-2019,regulatory roundup  china blockchain etf  france new crypto rules  tokens like money in russia
01-01-2020,alleged  8b btc tulip trust expires with tales of bonded couriers
02-01-2020,google restores metamask app after community uproar
03-01-2020,a deep dive into satoshi s 11 year old bitcoin genesis block
04-01-2020,ross ulbricht supporters auction collectibles after btc price wager goes sour
05-01-2020,john mcafee plans to tokenize all 535 members of us congress
